0,1,-3.0,1.5656555376245538,14.997061309021746,15.004581916180259,-13.231119139377435
0,2,-3.0,-3.0,10.550521183153725,10.54740346388265,-19.250875272975485
0,3,-2.3714266363269823,-3.0,6.661449931105248,6.667897446733449,-38.682687517711315
0,4,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,5,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,6,-3.0,-2.8358437945994894,5.084785007421382,5.076539047522739,-53.43518335414356
0,7,-3.0,1.5378197727783696,10.53254938372004,10.515947410113256,-22.232264858538397
0,8,-2.9086300242574996,-3.0,4.976060920184292,5.002987691157681,-54.44445943733318
0,9,-3.0,1.6640550027458918,14.88366104280486,14.87873412290781,-13.125335199300798
0,10,-3.0,-3.0,23.087521286161444,23.07913712425525,-5.487616842915322
0,11,-3.0,-3.0,8.457345641213537,8.454831647023935,-27.70056160507497
0,13,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,14,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,15,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,16,3.64274570239308,-3.0,30.83525291929967,30.851249865947572,-4.947671692700082
0,17,-1.9326223888609522,-3.0,6.024911879321386,6.027496159176634,-44.546744241041814
0,18,-3.0,-3.0,13.172701237588235,13.183174377387582,-13.11753995389018
0,19,-3.0,-3.0,16.09205708518371,16.10402699588347,-9.54150436277389
0,21,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,22,-2.4949768156943373,-3.0,6.6656103547240235,6.672832309264666,-38.613309864415115
0,23,-2.9815833657687314,-1.1703961328471308,8.626879270006222,8.63136847869391,-27.90950916441273
0,24,-2.256003153479732,-3.0,6.933518172678756,6.93281157639203,-36.75168337160636
0,25,-3.0,-2.076737040690233,4.455242677998101,4.460449809217414,-62.94506756720686
0,27,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,28,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,29,1.5496463265605827,-3.0,10.538933746098595,10.547174839564049,-22.241127033656504
0,30,-2.0842985396010105,-2.309518516792604,9.913554444789764,9.92505168639329,-22.628209857803697
0,31,-3.0,-3.0,11.535191335873018,11.539676909762232,-16.306442934761904
0,32,-3.0,-3.0,11.54111488956807,11.530038827984141,-16.290659488226716
0,33,-3.0,-3.0,22.73781600786574,22.746312122726206,-5.463497516360183
0,34,-1.7346036893841035,-1.7251193884946914,10.964927413439625,10.973703031071949,-19.823212474124155
0,35,-3.0,-3.0,11.55173176412954,11.543906010429648,-16.32740234385103
0,36,-3.0,-3.0,4.676341423706575,4.684729477020257,-58.893730190099305
0,37,-2.1294758278137285,-3.0,4.5341793449299415,4.537137086165549,-61.49340996065599
0,38,-3.0,-3.0,3.3688998717101786,3.370089378864106,-79.62319957850656
0,39,-3.0,-3.0,6.829925634040952,6.839726845779044,-36.02709183289557
0,40,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,41,-3.0,-3.0,23.087521286161444,23.07913712425525,-5.487616842915322
0,42,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,43,-3.0,-1.6941355942802858,10.617962769487683,10.615333097999358,-19.592027120770435
0,44,-3.0,-3.0,13.198201158375223,13.202975994973032,-13.125273384394037
0,45,-3.0,-3.0,6.137135284380831,6.142625485636056,-41.94357509480142
0,46,-3.0,-3.0,4590.1126679598465,4590.1126679598465,-2.7380780055097053e-05
0,47,-3.0,-3.0,16.201491390582113,16.21338983248707,-9.564643603746626
0,48,-3.0,-1.9556599665278789,5.244301290658029,5.2499798310100925,-52.58699295066492
0,49,-3.0,-3.0,13.198201158375223,13.202975994973032,-13.125273384394037
0,50,-1.4866814740062748,-3.0,8.10458674251045,8.106770978846011,-30.289680614205547
